# Too few sequence #1
# Number of KBar units = 1506
092715 092806 8346.0 8360.0 8346.0 8354.0
092733 092824 8360.0 8360.0 8348.0 8354.0
092740 092837 8348.0 8368.0 8348.0 8368.0
092824 092912 8354.0 8371.0 8354.0 8371.0
092824 092914 8354.0 8371.0 8352.0 8352.0
092824 092919 8354.0 8371.0 8352.0 8352.0
092824 092921 8354.0 8371.0 8350.0 8350.0
092837 092932 8368.0 8371.0 8348.0 8348.0
092919 093015 8352.0 8353.0 8348.0 8353.0
092932 093030 8348.0 8353.0 8346.0 8346.0
093015 093047 8353.0 8361.0 8346.0 8361.0
093015 093048 8353.0 8361.0 8342.0 8342.0
093015 093051 8353.0 8361.0 8340.0 8340.0
093015 093052 8353.0 8361.0 8340.0 8353.0
093015 093053 8353.0 8361.0 8340.0 8350.0
093015 093057 8353.0 8361.0 8335.0 8335.0
093015 093058 8353.0 8361.0 8332.0 8332.0
093015 093101 8353.0 8361.0 8332.0 8333.0
093015 093103 8353.0 8361.0 8332.0 8334.0
093015 093110 8353.0 8361.0 8332.0 8335.0
093030 093119 8346.0 8361.0 8332.0 8335.0
093047 093139 8361.0 8361.0 8331.0 8331.0
093047 093140 8361.0 8361.0 8331.0 8331.0
093047 093141 8361.0 8361.0 8329.0 8329.0
093047 093142 8361.0 8361.0 8329.0 8345.0
093047 093144 8361.0 8361.0 8326.0 8326.0
093047 093145 8361.0 8361.0 8326.0 8327.0
093047 093146 8361.0 8361.0 8326.0 8342.0
093048 093148 8342.0 8353.0 8326.0 8329.0
093051 093150 8340.0 8353.0 8326.0 8329.0
093052 093152 8353.0 8353.0 8326.0 8330.0
093053 093153 8350.0 8350.0 8326.0 8332.0
093057 093156 8335.0 8345.0 8326.0 8330.0
093101 093200 8333.0 8345.0 8326.0 8331.0
093103 093203 8334.0 8345.0 8326.0 8331.0
093110 093204 8335.0 8345.0 8326.0 8328.0
093110 093208 8335.0 8345.0 8326.0 8326.0
093110 093210 8335.0 8345.0 8325.0 8325.0
093119 093216 8335.0 8345.0 8325.0 8326.0
093139 093223 8331.0 8345.0 8325.0 8327.0
093139 093226 8331.0 8345.0 8325.0 8327.0
093139 093227 8331.0 8345.0 8325.0 8330.0
093139 093230 8331.0 8345.0 8325.0 8328.0
093139 093234 8331.0 8345.0 8325.0 8329.0
093139 093235 8331.0 8345.0 8325.0 8326.0
093139 093237 8331.0 8345.0 8325.0 8342.0
093139 093238 8331.0 8345.0 8324.0 8324.0
093141 093241 8329.0 8345.0 8324.0 8325.0
093148 093247 8329.0 8342.0 8324.0 8326.0
093148 093248 8329.0 8342.0 8324.0 8326.0
093210 093309 8325.0 8347.0 8324.0 8347.0
093210 093310 8325.0 8347.0 8324.0 8334.0
093216 093312 8326.0 8347.0 8324.0 8332.0
093223 093318 8327.0 8347.0 8324.0 8330.0
093223 093320 8327.0 8347.0 8324.0 8329.0
093235 093335 8326.0 8347.0 8324.0 8329.0
